Member_number,Date,itemDescription,year,month,day,day_of_week
1880,2015-09-15,bottled beer,2015,9,15,1
2476,2015-04-12,ketchup,2015,4,12,6
1349,2015-10-05,canned beer,2015,10,5,0
3284,2015-01-28,tropical fruit,2015,1,28,2
1660,2015-07-26,beef,2015,7,26,6
1866,2015-02-15,whole milk,2015,2,15,6
1678,2015-08-23,bottled water,2015,8,23,6
2327,2015-04-08,pork,2015,4,8,2
4710,2015-09-05,pork,2015,9,5,5
4563,2015-06-27,pip fruit,2015,6,27,5
4555,2015-03-31,specialty chocolate,2015,3,31,1
4160,2015-12-06,citrus fruit,2015,12,6,6
2006,2015-08-12,frankfurter,2015,8,12,2
3120,2015-12-06,sausage,2015,12,6,6
3750,2015-02-28,root vegetables,2015,2,28,5
4985,2015-12-26,root vegetables,2015,12,26,5
2108,2015-11-08,tropical fruit,2015,11,8,6
2072,2015-02-19,pip fruit,2015,2,19,3
2391,2015-06-27,sausage,2015,6,27,5
1047,2015-04-01,curd,2015,4,1,2
2464,2015-07-19,beef,2015,7,19,6
2029,2015-08-07,frankfurter,2015,8,7,4
3704,2015-01-22,root vegetables,2015,1,22,3
1807,2015-12-18,frankfurter,2015,12,18,4
2337,2015-08-15,hamburger meat,2015,8,15,5
4614,2015-10-24,vinegar,2015,10,24,5
4105,2015-05-29,tropical fruit,2015,5,29,4
2600,2015-12-05,pip fruit,2015,12,5,5
4335,2015-12-10,citrus fruit,2015,12,10,3
4582,2015-11-13,fruit/vegetable juice,2015,11,13,4
3306,2015-12-29,frankfurter,2015,12,29,1
4789,2015-11-09,whole milk,2015,11,9,0
4744,2015-01-20,hamburger meat,2015,1,20,1
3029,2015-05-31,long life bakery product,2015,5,31,6
1144,2015-01-28,soda,2015,1,28,2
2273,2015-11-27,hamburger meat,2015,11,27,4
1475,2015-12-17,frankfurter,2015,12,17,3
1173,2015-10-22,hard cheese,2015,10,22,3
2148,2015-07-19,newspapers,2015,7,19,6
3334,2015-03-05,chicken,2015,3,5,3
2200,2015-10-10,soft cheese,2015,10,10,5
3973,2015-02-09,pip fruit,2015,2,9,0
2695,2015-04-07,tropical fruit,2015,4,7,1
3053,2015-12-25,hamburger meat,2015,12,25,4
2964,2015-11-08,finished products,2015,11,8,6
2494,2015-06-13,pot plants,2015,6,13,5
1603,2015-07-09,whole milk,2015,7,9,3
1264,2015-07-12,tropical fruit,2015,7,12,6
2809,2015-10-04,whole milk,2015,10,4,6
3180,2015-09-15,bottled beer,2015,9,15,1
4539,2015-09-03,whole milk,2015,9,3,3
2990,2015-06-29,frankfurter,2015,6,29,0
1969,2015-11-02,citrus fruit,2015,11,2,0
1191,2015-08-08,hamburger meat,2015,8,8,5
2690,2015-10-20,cream,2015,10,20,1
3803,2015-10-20,sausage,2015,10,20,1
3999,2015-04-19,yogurt,2015,4,19,6
3677,2015-11-30,sausage,2015,11,30,0
1168,2015-11-02,bottled beer,2015,11,2,0
1324,2015-12-27,misc. beverages,2015,12,27,6
3829,2015-10-07,pickled vegetables,2015,10,7,2
2664,2015-09-20,chicken,2015,9,20,6
3002,2015-01-22,chicken,2015,1,22,3
4305,2015-06-23,herbs,2015,6,23,1
2633,2015-02-14,frankfurter,2015,2,14,5
1120,2015-01-14,soda,2015,1,14,2
2870,2015-02-25,white bread,2015,2,25,2
2977,2015-11-16,chicken,2015,11,16,0
2135,2015-01-25,beef,2015,1,25,6
4460,2015-12-07,root vegetables,2015,12,7,0
2961,2015-07-21,soda,2015,7,21,1
2109,2015-09-24,yogurt,2015,9,24,3
1023,2015-06-28,white bread,2015,6,28,6
2645,2015-06-26,syrup,2015,6,26,4
2910,2015-04-12,whole milk,2015,4,12,6
3251,2015-09-11,salt,2015,9,11,4
2309,2015-12-29,whole milk,2015,12,29,1
2553,2015-06-21,other vegetables,2015,6,21,6
4100,2015-04-22,sausage,2015,4,22,2
2580,2015-11-17,other vegetables,2015,11,17,1
4628,2015-10-12,fish,2015,10,12,0
1073,2015-08-06,pip fruit,2015,8,6,3
1459,2015-07-18,citrus fruit,2015,7,18,5
3752,2015-08-21,dishes,2015,8,21,4
4655,2015-03-21,meat,2015,3,21,5
2484,2015-06-20,pork,2015,6,20,5
4990,2015-03-15,sausage,2015,3,15,6
2356,2015-02-02,pip fruit,2015,2,2,0
3476,2015-04-21,bottled water,2015,4,21,1
4643,2015-01-25,whole milk,2015,1,25,6
3287,2015-02-02,onions,2015,2,2,0
3468,2015-11-14,liver loaf,2015,11,14,5
2779,2015-12-27,meat,2015,12,27,6
3811,2015-11-05,root vegetables,2015,11,5,3
3122,2015-10-13,citrus fruit,2015,10,13,1
2874,2015-01-22,soda,2015,1,22,3
3148,2015-03-28,bottled beer,2015,3,28,5
4359,2015-09-24,dessert,2015,9,24,3
4510,2015-03-26,bottled beer,2015,3,26,3
3298,2015-04-28,roll products ,2015,4,28,1
3285,2015-12-07,sausage,2015,12,7,0
4752,2015-11-02,yogurt,2015,11,2,0
4741,2015-02-25,chicken,2015,2,25,2
3557,2015-05-24,meat,2015,5,24,6
4328,2015-07-21,citrus fruit,2015,7,21,1
1052,2015-06-07,butter milk,2015,6,7,6
1719,2015-09-17,nuts/prunes,2015,9,17,3
1360,2015-05-02,root vegetables,2015,5,2,5
1299,2015-03-06,bottled beer,2015,3,6,4
4260,2015-11-16,chicken,2015,11,16,0
1785,2015-07-15,butter,2015,7,15,2
3835,2015-06-01,tropical fruit,2015,6,1,0
1720,2015-05-12,root vegetables,2015,5,12,1
1872,2015-05-04,tropical fruit,2015,5,4,0
1406,2015-03-23,sausage,2015,3,23,0
3560,2015-09-29,bottled water,2015,9,29,1
4628,2015-11-29,salty snack,2015,11,29,6
2692,2015-09-10,beef,2015,9,10,3
4843,2015-05-13,whole milk,2015,5,13,2
4395,2015-06-25,ham,2015,6,25,3
1196,2015-11-27,mayonnaise,2015,11,27,4
1076,2015-05-14,frankfurter,2015,5,14,3
3519,2015-01-28,hamburger meat,2015,1,28,2
1335,2015-10-18,whipped/sour cream,2015,10,18,6
4988,2015-10-29,candles,2015,10,29,3
4437,2015-10-20,beverages,2015,10,20,1
2262,2015-04-10,tropical fruit,2015,4,10,4
4320,2015-07-01,yogurt,2015,7,1,2
1155,2015-01-04,whole milk,2015,1,4,6
3101,2015-12-17,sausage,2015,12,17,3
2433,2015-10-19,bottled water,2015,10,19,0
2051,2015-11-14,canned beer,2015,11,14,5
3144,2015-08-16,tropical fruit,2015,8,16,6
2000,2015-08-23,bottled beer,2015,8,23,6
2427,2015-06-26,pork,2015,6,26,4
2916,2015-06-13,salty snack,2015,6,13,5
1609,2015-12-17,rolls/buns,2015,12,17,3
2982,2015-06-25,citrus fruit,2015,6,25,3
1804,2015-11-30,sausage,2015,11,30,0
4997,2015-12-27,tropical fruit,2015,12,27,6
2789,2015-01-28,whole milk,2015,1,28,2
2512,2015-04-23,canned beer,2015,4,23,3
2641,2015-01-03,whole milk,2015,1,3,5
2102,2015-10-05,rolls/buns,2015,10,5,0
2979,2015-07-17,sausage,2015,7,17,4
3685,2015-04-03,tropical fruit,2015,4,3,4
2918,2015-11-10,bottled beer,2015,11,10,1
4640,2015-01-31,domestic eggs,2015,1,31,5
1149,2015-06-08,soda,2015,6,8,0
4608,2015-05-01,whole milk,2015,5,1,4
3794,2015-11-26,tropical fruit,2015,11,26,3
3014,2015-04-11,ham,2015,4,11,5
2083,2015-03-28,brandy,2015,3,28,5
1656,2015-08-13,hard cheese,2015,8,13,3
1482,2015-07-24,bottled beer,2015,7,24,4
3050,2015-10-20,other vegetables,2015,10,20,1
3882,2015-04-23,finished products,2015,4,23,3
2618,2015-03-12,misc. beverages,2015,3,12,3
4888,2015-02-13,canned beer,2015,2,13,4
2523,2015-12-01,yogurt,2015,12,1,1
4633,2015-04-14,bottled water,2015,4,14,1
2440,2015-02-03,tropical fruit,2015,2,3,1
2100,2015-05-07,frankfurter,2015,5,7,3
3691,2015-12-02,yogurt,2015,12,2,2
4499,2015-06-05,bottled beer,2015,6,5,4
2370,2015-08-28,tropical fruit,2015,8,28,4
3831,2015-10-14,UHT-milk,2015,10,14,2
4744,2015-10-28,citrus fruit,2015,10,28,2
4919,2015-12-03,newspapers,2015,12,3,3
4876,2015-02-21,soda,2015,2,21,5
1296,2015-08-20,tropical fruit,2015,8,20,3
4845,2015-08-28,bottled water,2015,8,28,4
4606,2015-03-13,canned beer,2015,3,13,4
1438,2015-02-26,onions,2015,2,26,3
2777,2015-05-24,pastry,2015,5,24,6
4220,2015-10-08,tropical fruit,2015,10,8,3
1943,2015-07-01,hamburger meat,2015,7,1,2
3535,2015-01-09,pip fruit,2015,1,9,4
2194,2015-09-01,soda,2015,9,1,1
2326,2015-11-29,pork,2015,11,29,6
4189,2015-07-04,rolls/buns,2015,7,4,5
1023,2015-06-01,whipped/sour cream,2015,6,1,0
3886,2015-01-04,soda,2015,1,4,6
1443,2015-09-10,butter,2015,9,10,3
1395,2015-06-26,canned beer,2015,6,26,4
1291,2015-01-14,tropical fruit,2015,1,14,2
1374,2015-10-03,whole milk,2015,10,3,5
4015,2015-02-20,yogurt,2015,2,20,4
3009,2015-02-18,sausage,2015,2,18,2
2961,2015-11-16,frankfurter,2015,11,16,0
3260,2015-08-07,meat,2015,8,7,4
1793,2015-05-19,canned beer,2015,5,19,1
2985,2015-05-01,tropical fruit,2015,5,1,4
1205,2015-03-14,yogurt,2015,3,14,5
1116,2015-08-10,newspapers,2015,8,10,0
1633,2015-09-08,condensed milk,2015,9,8,1
3600,2015-07-30,pip fruit,2015,7,30,3
4740,2015-10-07,coffee,2015,10,7,2
2677,2015-12-23,sausage,2015,12,23,2
1540,2015-08-14,whole milk,2015,8,14,4
4323,2015-03-26,frankfurter,2015,3,26,3
4320,2015-04-18,canned beer,2015,4,18,5
1363,2015-06-16,whole milk,2015,6,16,1
1761,2015-09-08,rolls/buns,2015,9,8,1
1733,2015-06-23,pip fruit,2015,6,23,1
1994,2015-05-10,canned beer,2015,5,10,6
4300,2015-04-04,citrus fruit,2015,4,4,5
4298,2015-07-25,butter,2015,7,25,5
1097,2015-01-11,tropical fruit,2015,1,11,6
3766,2015-07-05,citrus fruit,2015,7,5,6
2348,2015-02-28,citrus fruit,2015,2,28,5
4588,2015-08-11,butter,2015,8,11,1
3784,2015-06-14,seasonal products,2015,6,14,6
2787,2015-05-03,brown bread,2015,5,3,6
2056,2015-11-24,newspapers,2015,11,24,1
3986,2015-07-25,tropical fruit,2015,7,25,5
3861,2015-07-07,rolls/buns,2015,7,7,1
1094,2015-07-01,sausage,2015,7,1,2
4743,2015-01-24,sausage,2015,1,24,5
3543,2015-02-06,whole milk,2015,2,6,4
4914,2015-03-14,pip fruit,2015,3,14,5
2004,2015-08-21,yogurt,2015,8,21,4
4171,2015-03-06,yogurt,2015,3,6,4
3041,2015-09-15,sausage,2015,9,15,1
1324,2015-10-07,citrus fruit,2015,10,7,2
1524,2015-06-08,UHT-milk,2015,6,8,0
4260,2015-05-30,sausage,2015,5,30,5
1494,2015-09-29,whole milk,2015,9,29,1
2521,2015-03-03,citrus fruit,2015,3,3,1
2225,2015-04-28,pork,2015,4,28,1
3486,2015-12-23,pip fruit,2015,12,23,2
1422,2015-02-28,canned beer,2015,2,28,5
3082,2015-02-20,canned beer,2015,2,20,4
1114,2015-12-03,dog food,2015,12,3,3
4773,2015-10-31,salty snack,2015,10,31,5
1939,2015-10-30,root vegetables,2015,10,30,4
2723,2015-03-11,meat,2015,3,11,2
1361,2015-08-09,whole milk,2015,8,9,6
2294,2015-10-05,rolls/buns,2015,10,5,0
3915,2015-05-03,pork,2015,5,3,6
3579,2015-12-30,other vegetables,2015,12,30,2
2051,2015-04-20,whole milk,2015,4,20,0
2113,2015-07-09,bottled water,2015,7,9,3
1909,2015-08-31,sausage,2015,8,31,0
2328,2015-02-22,beef,2015,2,22,6
2948,2015-06-19,organic sausage,2015,6,19,4
3504,2015-05-20,frozen meals,2015,5,20,2
3069,2015-09-04,mustard,2015,9,4,4
2142,2015-05-19,yogurt,2015,5,19,1
4411,2015-04-17,meat,2015,4,17,4
1993,2015-08-07,tropical fruit,2015,8,7,4
4579,2015-09-01,pip fruit,2015,9,1,1
1177,2015-10-14,rolls/buns,2015,10,14,2
2499,2015-04-24,root vegetables,2015,4,24,4
4427,2015-01-14,tropical fruit,2015,1,14,2
2883,2015-12-10,whipped/sour cream,2015,12,10,3
1242,2015-04-12,sausage,2015,4,12,6
3409,2015-11-12,frankfurter,2015,11,12,3
1307,2015-06-22,meat,2015,6,22,0
3507,2015-10-11,whole milk,2015,10,11,6
2606,2015-01-26,chicken,2015,1,26,0
3048,2015-06-06,long life bakery product,2015,6,6,5
2007,2015-11-23,cream cheese ,2015,11,23,0
3072,2015-01-26,whole milk,2015,1,26,0
3354,2015-01-14,citrus fruit,2015,1,14,2
3656,2015-11-03,tropical fruit,2015,11,3,1
4417,2015-05-18,sausage,2015,5,18,0
3296,2015-06-06,whole milk,2015,6,6,5
1323,2015-04-30,soups,2015,4,30,3
1754,2015-09-17,citrus fruit,2015,9,17,3
3872,2015-03-11,beef,2015,3,11,2
3691,2015-05-02,canned beer,2015,5,2,5
1218,2015-12-29,tropical fruit,2015,12,29,1
1381,2015-03-23,beverages,2015,3,23,0
4550,2015-02-03,canned beer,2015,2,3,1
1377,2015-06-02,meat,2015,6,2,1
4388,2015-02-19,cream cheese ,2015,2,19,3
2157,2015-07-14,meat,2015,7,14,1
3321,2015-12-25,sausage,2015,12,25,4
3205,2015-11-12,frankfurter,2015,11,12,3
4444,2015-07-22,sausage,2015,7,22,2
2348,2015-01-11,whole milk,2015,1,11,6
4275,2015-08-18,whole milk,2015,8,18,1
3664,2015-04-05,frozen vegetables,2015,4,5,6
1627,2015-11-02,root vegetables,2015,11,2,0
1641,2015-05-27,pip fruit,2015,5,27,2
1461,2015-12-21,bottled water,2015,12,21,0
4266,2015-06-17,soda,2015,6,17,2
2754,2015-02-05,liver loaf,2015,2,5,3
3117,2015-09-30,citrus fruit,2015,9,30,2
1654,2015-04-29,dish cleaner,2015,4,29,2
1154,2015-05-17,citrus fruit,2015,5,17,6
1333,2015-09-22,ham,2015,9,22,1
2188,2015-07-28,hamburger meat,2015,7,28,1
4679,2015-05-16,pork,2015,5,16,5
2495,2015-07-28,nuts/prunes,2015,7,28,1
4117,2015-10-12,canned beer,2015,10,12,0
4035,2015-12-01,sausage,2015,12,1,1
1500,2015-06-01,rolls/buns,2015,6,1,0
4357,2015-04-13,sausage,2015,4,13,0
1199,2015-11-21,rolls/buns,2015,11,21,5
4467,2015-11-22,frozen vegetables,2015,11,22,6
4220,2015-11-21,pip fruit,2015,11,21,5
4376,2015-07-16,whole milk,2015,7,16,3
4190,2015-12-24,frankfurter,2015,12,24,3
4501,2015-06-15,other vegetables,2015,6,15,0
1454,2015-10-22,white bread,2015,10,22,3
3922,2015-01-04,citrus fruit,2015,1,4,6
3586,2015-02-05,whole milk,2015,2,5,3
2139,2015-04-16,frankfurter,2015,4,16,3
2475,2015-10-11,beverages,2015,10,11,6
3419,2015-05-12,red/blush wine,2015,5,12,1
2518,2015-03-07,soda,2015,3,7,5
1690,2015-03-03,sausage,2015,3,3,1
1281,2015-02-06,finished products,2015,2,6,4
2176,2015-04-02,pastry,2015,4,2,3
2787,2015-03-13,specialty chocolate,2015,3,13,4
3460,2015-02-14,tropical fruit,2015,2,14,5
3224,2015-01-19,bottled beer,2015,1,19,0
1540,2015-11-26,skin care,2015,11,26,3
3942,2015-04-04,condensed milk,2015,4,4,5
2939,2015-03-08,root vegetables,2015,3,8,6
3807,2015-10-26,pip fruit,2015,10,26,0
3380,2015-05-16,root vegetables,2015,5,16,5
1785,2015-07-06,sausage,2015,7,6,0
2625,2015-06-03,bottled beer,2015,6,3,2
1828,2015-03-24,brown bread,2015,3,24,1
4225,2015-08-05,hard cheese,2015,8,5,2
1646,2015-08-28,soda,2015,8,28,4
1412,2015-11-16,soda,2015,11,16,0
1892,2015-04-24,whole milk,2015,4,24,4
2535,2015-10-11,frankfurter,2015,10,11,6
4107,2015-11-15,tropical fruit,2015,11,15,6
1452,2015-03-29,liver loaf,2015,3,29,6
4853,2015-09-17,yogurt,2015,9,17,3
2196,2015-08-23,soda,2015,8,23,6
1026,2015-05-28,root vegetables,2015,5,28,3
3879,2015-03-12,hamburger meat,2015,3,12,3
4967,2015-09-23,pip fruit,2015,9,23,2
3408,2015-05-11,bottled beer,2015,5,11,0
3732,2015-01-26,pip fruit,2015,1,26,0
1040,2015-11-26,tropical fruit,2015,11,26,3
2612,2015-05-31,dessert,2015,5,31,6
1137,2015-09-26,whole milk,2015,9,26,5
4223,2015-06-15,liver loaf,2015,6,15,0
3832,2015-07-17,frankfurter,2015,7,17,4
2179,2015-04-16,dessert,2015,4,16,3
2604,2015-12-02,root vegetables,2015,12,2,2
2238,2015-03-20,cream cheese ,2015,3,20,4
2589,2015-12-02,canned beer,2015,12,2,2
2402,2015-06-09,whole milk,2015,6,9,1
4130,2015-06-11,rolls/buns,2015,6,11,3
4841,2015-12-17,canned beer,2015,12,17,3
1734,2015-08-06,sausage,2015,8,6,3
3748,2015-03-27,canned beer,2015,3,27,4
1021,2015-10-22,liquor,2015,10,22,3
1104,2015-04-01,yogurt,2015,4,1,2
2613,2015-09-01,soups,2015,9,1,1
4204,2015-10-16,whole milk,2015,10,16,4
2022,2015-07-22,sausage,2015,7,22,2
2242,2015-05-06,rolls/buns,2015,5,6,2
4352,2015-07-20,pork,2015,7,20,0
1945,2015-05-02,curd,2015,5,2,5
1427,2015-11-26,rolls/buns,2015,11,26,3
3709,2015-08-09,frankfurter,2015,8,9,6
1349,2015-04-13,bottled water,2015,4,13,0
4691,2015-08-01,soda,2015,8,1,5
1465,2015-06-26,meat,2015,6,26,4
2867,2015-07-16,turkey,2015,7,16,3
2381,2015-05-17,coffee,2015,5,17,6
2471,2015-08-13,rolls/buns,2015,8,13,3
3252,2015-08-22,citrus fruit,2015,8,22,5
4077,2015-03-18,canned beer,2015,3,18,2
2359,2015-04-21,pastry,2015,4,21,1
4430,2015-02-12,frozen meals,2015,2,12,3
3456,2015-10-09,whipped/sour cream,2015,10,9,4
2563,2015-03-06,rolls/buns,2015,3,6,4
2386,2015-04-10,soda,2015,4,10,4
4909,2015-10-26,spread cheese,2015,10,26,0
1014,2015-03-10,whole milk,2015,3,10,1
1389,2015-02-18,root vegetables,2015,2,18,2
4800,2015-12-24,frankfurter,2015,12,24,3
1069,2015-08-20,bottled beer,2015,8,20,3
1833,2015-12-07,soda,2015,12,7,0
4028,2015-08-07,other vegetables,2015,8,7,4
3919,2015-09-02,curd,2015,9,2,2
3086,2015-02-01,pip fruit,2015,2,1,6
2708,2015-02-17,instant coffee,2015,2,17,1
3513,2015-08-29,frankfurter,2015,8,29,5
3774,2015-09-16,beef,2015,9,16,2
4827,2015-01-27,curd,2015,1,27,1
4213,2015-08-23,hamburger meat,2015,8,23,6
4536,2015-02-24,citrus fruit,2015,2,24,1
1489,2015-06-23,rolls/buns,2015,6,23,1
2005,2015-09-22,bottled beer,2015,9,22,1
2429,2015-06-29,pork,2015,6,29,0
2721,2015-10-08,cream cheese ,2015,10,8,3
3909,2015-09-02,tropical fruit,2015,9,2,2
4808,2015-08-20,beverages,2015,8,20,3
4024,2015-10-16,pork,2015,10,16,4
2855,2015-03-02,sausage,2015,3,2,0
4881,2015-07-28,yogurt,2015,7,28,1
1214,2015-10-01,meat,2015,10,1,3
1608,2015-10-11,tropical fruit,2015,10,11,6
1724,2015-09-09,hamburger meat,2015,9,9,2
1911,2015-02-06,root vegetables,2015,2,6,4
3881,2015-02-04,chicken,2015,2,4,2
1780,2015-08-27,dessert,2015,8,27,3
4675,2015-09-14,coffee,2015,9,14,0
3497,2015-09-24,pip fruit,2015,9,24,3
1000,2015-03-15,sausage,2015,3,15,6
3955,2015-08-28,sausage,2015,8,28,4
4232,2015-12-19,whole milk,2015,12,19,5
3472,2015-02-28,citrus fruit,2015,2,28,5
4217,2015-05-02,bottled water,2015,5,2,5
3778,2015-01-10,pastry,2015,1,10,5
2666,2015-06-04,sausage,2015,6,4,3
3518,2015-05-18,sausage,2015,5,18,0
4525,2015-09-28,whole milk,2015,9,28,0
2975,2015-01-28,liver loaf,2015,1,28,2
1339,2015-11-28,bottled water,2015,11,28,5
2001,2015-01-28,beef,2015,1,28,2
2091,2015-10-19,pet care,2015,10,19,0
2453,2015-08-28,meat,2015,8,28,4
4681,2015-02-28,cookware,2015,2,28,5
2618,2015-09-14,bottled beer,2015,9,14,0
3389,2015-01-26,whole milk,2015,1,26,0
3044,2015-09-29,frozen meals,2015,9,29,1
3039,2015-02-09,dessert,2015,2,9,0
4563,2015-05-14,grapes,2015,5,14,3
2683,2015-11-08,rolls/buns,2015,11,8,6
4063,2015-12-11,sausage,2015,12,11,4
3014,2015-10-19,sausage,2015,10,19,0
4356,2015-01-12,butter,2015,1,12,0
3050,2015-06-05,chicken,2015,6,5,4
3613,2015-05-06,whole milk,2015,5,6,2
3152,2015-11-24,rolls/buns,2015,11,24,1
4187,2015-10-28,rolls/buns,2015,10,28,2
2001,2015-03-03,citrus fruit,2015,3,3,1
1584,2015-01-26,rolls/buns,2015,1,26,0
1475,2015-03-28,pasta,2015,3,28,5
4942,2015-06-08,sausage,2015,6,8,0
2083,2015-07-11,tropical fruit,2015,7,11,5
4685,2015-08-27,waffles,2015,8,27,3
2070,2015-03-24,citrus fruit,2015,3,24,1
2657,2015-01-04,pasta,2015,1,4,6
4012,2015-04-04,semi-finished bread,2015,4,4,5
2698,2015-01-24,beef,2015,1,24,5
2222,2015-12-28,whole milk,2015,12,28,0
2421,2015-10-27,candy,2015,10,27,1
2410,2015-11-21,bottled water,2015,11,21,5
2728,2015-11-28,whole milk,2015,11,28,5
4810,2015-03-17,bottled beer,2015,3,17,1
1391,2015-01-08,yogurt,2015,1,8,3
2167,2015-08-12,whole milk,2015,8,12,2
3048,2015-08-20,sausage,2015,8,20,3
3876,2015-03-10,other vegetables,2015,3,10,1
3937,2015-11-19,tropical fruit,2015,11,19,3
1167,2015-02-16,coffee,2015,2,16,0
4031,2015-01-14,root vegetables,2015,1,14,2
2946,2015-05-24,frankfurter,2015,5,24,6
2672,2015-09-03,ham,2015,9,3,3
3529,2015-05-03,pip fruit,2015,5,3,6
3986,2015-11-18,yogurt,2015,11,18,2
3312,2015-07-29,meat,2015,7,29,2
2392,2015-12-15,soda,2015,12,15,1
1756,2015-03-03,pork,2015,3,3,1
2875,2015-01-11,whole milk,2015,1,11,6
3871,2015-07-31,bottled beer,2015,7,31,4
4512,2015-12-21,bottled water,2015,12,21,0
2426,2015-08-26,specialty bar,2015,8,26,2
3728,2015-04-10,berries,2015,4,10,4
1093,2015-03-28,dessert,2015,3,28,5
3322,2015-04-25,ham,2015,4,25,5
1386,2015-07-31,pork,2015,7,31,4
3429,2015-10-05,cat food,2015,10,5,0
1932,2015-07-09,whole milk,2015,7,9,3
1865,2015-03-12,margarine,2015,3,12,3
4672,2015-02-13,whole milk,2015,2,13,4
4432,2015-05-28,whole milk,2015,5,28,3
2129,2015-11-08,other vegetables,2015,11,8,6
1104,2015-03-18,domestic eggs,2015,3,18,2
3529,2015-09-13,canned beer,2015,9,13,6
3271,2015-12-27,sausage,2015,12,27,6
1002,2015-08-30,butter milk,2015,8,30,6
2184,2015-09-06,ham,2015,9,6,6
4648,2015-08-10,whole milk,2015,8,10,0
3595,2015-10-15,other vegetables,2015,10,15,3
2752,2015-10-10,sausage,2015,10,10,5
4101,2015-04-30,bottled beer,2015,4,30,3
1793,2015-04-12,misc. beverages,2015,4,12,6
4224,2015-04-10,brown bread,2015,4,10,4
2846,2015-08-15,whipped/sour cream,2015,8,15,5
1697,2015-02-23,tropical fruit,2015,2,23,0
3884,2015-07-04,citrus fruit,2015,7,4,5
2669,2015-09-24,pip fruit,2015,9,24,3
4843,2015-02-25,waffles,2015,2,25,2
1663,2015-11-11,tropical fruit,2015,11,11,2
4169,2015-03-19,frankfurter,2015,3,19,3
2799,2015-05-25,sausage,2015,5,25,0
2178,2015-12-20,frankfurter,2015,12,20,6
3312,2015-12-24,curd,2015,12,24,3
3609,2015-11-07,meat,2015,11,7,5
1004,2015-02-12,other vegetables,2015,2,12,3
2401,2015-01-15,whole milk,2015,1,15,3
4165,2015-10-02,domestic eggs,2015,10,2,4
2017,2015-02-14,pip fruit,2015,2,14,5
2485,2015-05-18,other vegetables,2015,5,18,0
2261,2015-06-18,sausage,2015,6,18,3
1437,2015-08-15,salty snack,2015,8,15,5
4065,2015-11-05,margarine,2015,11,5,3
1904,2015-04-18,whole milk,2015,4,18,5
4573,2015-05-28,frankfurter,2015,5,28,3
4233,2015-06-16,whole milk,2015,6,16,1
3928,2015-09-26,whole milk,2015,9,26,5
4916,2015-01-25,brown bread,2015,1,25,6
2883,2015-04-16,oil,2015,4,16,3
2938,2015-06-25,liquor (appetizer),2015,6,25,3
1063,2015-01-23,rolls/buns,2015,1,23,4
3365,2015-06-28,bottled water,2015,6,28,6
2795,2015-06-05,citrus fruit,2015,6,5,4
1336,2015-04-04,citrus fruit,2015,4,4,5
2937,2015-07-31,whole milk,2015,7,31,4
3391,2015-12-21,frankfurter,2015,12,21,0
3719,2015-04-06,soda,2015,4,6,0
3986,2015-05-26,meat,2015,5,26,1
2757,2015-02-15,sausage,2015,2,15,6
1783,2015-07-07,sausage,2015,7,7,1
4234,2015-02-08,chocolate,2015,2,8,6
3484,2015-05-08,canned beer,2015,5,8,4
3337,2015-10-01,bottled beer,2015,10,1,3
2472,2015-01-17,liver loaf,2015,1,17,5
1355,2015-02-25,pastry,2015,2,25,2
3072,2015-08-06,beef,2015,8,6,3
1817,2015-08-21,canned beer,2015,8,21,4
2063,2015-10-09,newspapers,2015,10,9,4
4216,2015-04-28,sausage,2015,4,28,1
2984,2015-02-24,citrus fruit,2015,2,24,1
3365,2015-10-25,canned beer,2015,10,25,6
2260,2015-06-27,frankfurter,2015,6,27,5
4798,2015-08-24,rolls/buns,2015,8,24,0
4952,2015-10-22,canned beer,2015,10,22,3
4778,2015-01-24,frankfurter,2015,1,24,5
1517,2015-01-03,frankfurter,2015,1,3,5
2433,2015-07-31,soda,2015,7,31,4
3938,2015-07-31,meat,2015,7,31,4
2569,2015-06-30,white wine,2015,6,30,1
2092,2015-05-24,sausage,2015,5,24,6
3174,2015-09-02,brown bread,2015,9,2,2
4513,2015-04-11,frozen fruits,2015,4,11,5
2467,2015-04-02,hard cheese,2015,4,2,3
3508,2015-07-25,dessert,2015,7,25,5
1939,2015-02-07,coffee,2015,2,7,5
1636,2015-04-05,other vegetables,2015,4,5,6
2443,2015-12-01,frankfurter,2015,12,1,1
4911,2015-07-01,pork,2015,7,1,2
3835,2015-09-16,yogurt,2015,9,16,2
2363,2015-05-22,beef,2015,5,22,4
2344,2015-04-19,ham,2015,4,19,6
3911,2015-02-15,frankfurter,2015,2,15,6
1450,2015-08-07,hamburger meat,2015,8,7,4
3495,2015-11-18,white wine,2015,11,18,2
1625,2015-11-27,packaged fruit/vegetables,2015,11,27,4
3265,2015-09-12,specialty bar,2015,9,12,5
3247,2015-01-11,cat food,2015,1,11,6
1777,2015-08-07,finished products,2015,8,7,4
1862,2015-05-09,pork,2015,5,9,5
2942,2015-01-02,pork,2015,1,2,4
2932,2015-01-22,root vegetables,2015,1,22,3
4049,2015-01-08,tropical fruit,2015,1,8,3
1954,2015-06-08,pork,2015,6,8,0
2321,2015-06-16,bottled beer,2015,6,16,1
2930,2015-03-23,whole milk,2015,3,23,0
3214,2015-03-27,butter milk,2015,3,27,4
4877,2015-06-20,sausage,2015,6,20,5
1277,2015-07-06,whole milk,2015,7,6,0
2239,2015-12-13,whole milk,2015,12,13,6
